form	volume	scan	headword_ocr	printed
ACROFYLAX	bsb11762465	933	Oberster .	ἀκροφύλαξ
ACROIS	bsb11762465	128	Summis vti velis .	ἄκροις
ACROKNEFES	bsb11762465	497	Fr	ἀκροκνεφής
ACROKNEPHES	bsb11762465	497	Fr	ἀκροκνεφής
ACRON	bsb11762465	97	Anfang ,	ἄκρων
ACRONIA	bsb11762465	243	ſtänker fee .	άκρωνία
ACRONO	bsb11762465	693	fchen .	ἀκρονο-
ACRONU	bsb11762465	55	Abechtig .	ἀκρόνυ-
ACRONUCHIA	bsb11762465	893	Mitternacht .	ἀκρονυχία
ACRONUCHIAS	bsb11762465	56	Abend .	ἀκρονυχίας
ACRONUX	bsb11762465	56	Abend .	ἀκρόνυξ
ACRONY	bsb11762465	55	Abechtig .	ἀκρόνυ-
ACRONYCHIA	bsb11762465	893	Mitternacht .	ἀκρονυχία
ACRONYCHIAS	bsb11762465	56	Abend .	ἀκρονυχίας
ACRONYX	bsb11762465	56	Abend .	ἀκρόνυξ
ACROOMTHUES	bsb11762465	537	Gehör machen .	ἀκροωμθύες
ACROOMTHYES	bsb11762465	537	Gehör machen .	ἀκροωμθύες
ACROPHULAX	bsb11762465	933	Oberster .	ἀκροφύλαξ
ACROPHYLAX	bsb11762465	933	Oberster .	ἀκροφύλαξ
ACROPOLIS	bsb11762465	188	Bergschloss .	ἀκρόπολις
ACROSTICHIS	bsb11762465	1118	dinges .	ἀκροστιχίς
ACROTATOS	bsb11762465	585	மு	ἀκρότατος
ACROTER	bsb11762465	998	Rhumgierig .	ἀκρωτηρ
ACROTERION	bsb11762465	575	Giebel .	ἀκρωτήριον
ACRRATAS	bsb11762465	537	Gehör machen .	ἀκρρατάς
ACRUEEIN	bsb11762465	136	faram .	ἀκρυέειν
ACRUEIN	bsb11762465	995	Reuhe .	ακρύειν
ACRUESIN	bsb11762465	137	Item :	ἀκρυέσιν
ACRUOSASION	bsb11762465	390	Erforschung .	ἀκρυοσάσιον
ACRYEEIN	bsb11762465	136	faram .	ἀκρυέειν
ACRYEIN	bsb11762465	995	Reuhe .	ακρύειν
ACRYESIN	bsb11762465	137	Item :	ἀκρυέσιν
ACRYOSASION	bsb11762465	390	Erforschung .	ἀκρυοσάσιον
ACTH	bsb11762465	1117	Sp	ἄκΘ
ACTHLIBEIN	bsb11762465	925	Nidrigen .	ἀκθλίβειν
ACTIN	bsb11762465	1140	Leuare a pœna partem ..	ἀκτὶν
ACTINOTOS	bsb11762465	1140	Leuare a pœna partem ..	ἀκτινωτός
ACTION	bsb11762465	778	Gallic . cerife .	ἄκτιον
ACTIS	bsb11762465	1108	Sonnenglank .	ἀκτις
ACTOR	bsb10314207	100	Vnderbot .	άκτωρ
ACTRIBE	bsb10314207	224	Zertrennung .	ἀκτριβή
ACTUPOTERON	bsb11762465	364	reden oder sagen .	ἀκτυπότερον
ACTYPOTERON	bsb11762465	364	reden oder sagen .	ἀκτυπότερον
ACUEIN	bsb10314207	222	Be	ακύειν
ACULOUEIN	bsb11762465	184	Berauben .	ἀκυλούειν
ACULUEIN	bsb11762465	184	Berauben .	ἀκυλούειν
ACURA	bsb11762465	323	Di	ἄκυρα
ACUREN	bsb11762465	65	Abschaffen	ἀκυρὴν
ACURES	bsb10314207	120	Unglückhafftiger .	ἀκυρὴς
ACURITIEIN	bsb11762465	144	pfeiffen .	ἀκουρίτιειν
ACURON	bsb10314207	9	chen .	ἄκυρον
ACUROS	bsb10314207	121	Vnglückselig .	ἀκυρός
ACUTHOS	bsb10314207	110	Vufruchtbar .	ἄκυθος
ACXAFNES	bsb10314207	98	Inbetrieglich .	ἀκξαφνὴς
ACXAPHNES	bsb10314207	98	Inbetrieglich .	ἀκξαφνὴς
ACYEIN	bsb10314207	222	Be	ακύειν
ACYLOUEIN	bsb11762465	184	Berauben .	ἀκυλούειν
ACYLUEIN	bsb11762465	184	Berauben .	ἀκυλούειν
ACYRA	bsb11762465	323	Di	ἄκυρα
ACYREN	bsb11762465	65	Abschaffen	ἀκυρὴν
ACYRES	bsb10314207	120	Unglückhafftiger .	ἀκυρὴς
ACYRON	bsb10314207	9	chen .	ἄκυρον
ACYROS	bsb10314207	121	Vnglückselig .	ἀκυρός
ACYTHOS	bsb10314207	110	Vufruchtbar .	ἄκυθος
ADACRUTI	bsb11762465	745	vnd weinen .	ἀδακρυτι
ADACRYTI	bsb11762465	745	vnd weinen .	ἀδακρυτι
ADAE	bsb10314207	139	Vn	ἀδαή-
ADAEMON	bsb10314207	107	Vnerfahren .	ἀδαήμων
ADAEMONIAS	bsb10314207	108	Vn	ἀδαημονίας
ADAER	bsb11762465	323	Dinn .	ἀδαήρ
ADAKRUTI	bsb11762465	745	vnd weinen .	ἀδακρυτι
ADAKRYTI	bsb11762465	745	vnd weinen .	ἀδακρυτι
ADAMANTIN	bsb11762465	72	Adamant .	ἀδαμάντιν
ADAMAS	bsb11762465	72	Adamant .	ἀδάμας
ADATOS	bsb10314207	138	Vuwegsam .	ἄδατος
ADDE	bsb11762465	479	samer Freffer .	άδδη-
ADEASO	bsb11762465	166	Befreyct .	ἀδέασο
ADEAZ	bsb10314207	70	schreiben .	ἀδεαζ
ADECTON	bsb10314207	135	Vnuerdorben .	ἄδηκτον
ADEEIN	bsb10314207	91	chagaradar .	αδεειν
ADEES	bsb10314207	135	Vnucrbunden .	ἀδεὴς
ADEFAGOS	bsb11762465	486	Freffig .	ἀδηφάγος
ADEI	bsb11762465	252	Bo	αδει
ADEIA	bsb11762465	402	Er	ἄδεια
ADEIAN	bsb11762465	540	Geleid geben .	ἄδειαν
ADEIAS	bsb11762465	856	Macht haben .	ἀδείας
ADEICTO	bsb10314207	6	cherefok	ἄδεικτο
ADEIESIAS	bsb10314207	47	Mensch .	αδειεσίας
ADEIKTO	bsb10314207	6	cherefok	ἄδεικτο
ADEIN	bsb10314207	26	Trommeten .	ἄδειν
ADEINON	bsb10314207	106	winn stifften .	ἄδεινον
ADEIO	bsb10314207	159	mahnen .	αδειω
ADEIODATA	bsb10314207	90	Vmbgehen .	αδειοδάτα
ADEIORISMOI	bsb11762465	632	Grempelmarckt .	αδειορισμοί
ADEIORISMOS	bsb11762465	105	Anstoffen .	αδειορισμός
ADEITREPON	bsb10314207	93	Vmbtreiben .	αδειτρέπων
ADEKTON	bsb10314207	135	Vnuerdorben .	ἄδηκτον
ADEL	bsb11762465	268	Brueder .	ἀδελ
ADELEGOS	bsb10314207	130	Vnschedlich .	ἀδήληγος
ADELFE	bsb11762465	1076	Schwester .	ἀδελφὴ
ADELFEA	bsb11762465	1076	Schwester .	ἀδελφεά
ADELFEIOS	bsb11762465	268	Brueder .	ἀδελφειός
ADELFICOS	bsb11762465	268	Brüderlich .	αδελφικός
ADELFIKOS	bsb11762465	268	Brüderlich .	αδελφικός
ADELFIXIES	bsb11762465	1069	Schwägerhafft .	ἀδελφίξιες
ADELFO	bsb11762465	268	Brueder .	αδελφό
ADELFOI	bsb11762465	528	Gebrüder .	ἀδελφοί
ADELO	bsb11762465	336	Dunckel rede .	άδηλο
ADELOS	bsb10314207	49	Ve	ἄδηλος
ADELPHE	bsb11762465	1076	Schwester .	ἀδελφὴ
ADELPHEA	bsb11762465	1076	Schwester .	ἀδελφεά
ADELPHEIOS	bsb11762465	268	Brueder .	ἀδελφειός
ADELPHICOS	bsb11762465	268	Brüderlich .	αδελφικός
ADELPHIKOS	bsb11762465	268	Brüderlich .	αδελφικός
ADELPHIXIES	bsb11762465	1069	Schwägerhafft .	ἀδελφίξιες
ADELPHO	bsb11762465	268	Brueder .	αδελφό
ADELPHOI	bsb11762465	528	Gebrüder .	ἀδελφοί
ADEMA	bsb11762465	865	Matt machen .	ἀδημα-
ADEMAOS	bsb11762465	567	Gestorben .	ἀδέμαος
ADEMIA	bsb11762465	948	Pein .	ἀδημία
ADEMIAN	bsb11762465	639	Gr	ἀδημίαν
ADEMIAS	bsb11762465	727	glücks gewohnt .	ἀδημίας
ADEMONEFN	bsb11762465	155	seyn .	ἀδημονέφν
ADEMONEIN	bsb11762465	211	Betrübt seyn .	ἀδημονεῖν
ADEMONEPHN	bsb11762465	155	seyn .	ἀδημονέφν
ADEMONIA	bsb11762465	179	Ze	ἀδημονία
ADEMONIAN	bsb11762465	211	Betrübniß lindern .	ἀδημονίαν
ADEMONIAS	bsb11762465	155	Bangigkeit .	ἀδημονίας
ADEMONIEIN	bsb11762465	382	Triftari & gemere .	ἀδημονίειν
ADEN	bsb10314207	52	Ve	ἀδὲν
ADENE	bsb11762465	1092	Sewdreck .	αδένη
ADENOS	bsb11762465	238	2 Bl	ἀδενὸς
ADEOS	bsb11762465	359	nehmen .	ἀδεὡς
ADEPHAGOS	bsb11762465	486	Freffig .	ἀδηφάγος
ADES	bsb11762465	670	He	ἄδης
ADEUCES	bsb11762465	230	Bitter .	ἀδευκής
ADEUKES	bsb11762465	230	Bitter .	ἀδευκής
ADEXIAN	bsb11762465	413	fchande .	ἀδεξίαν
ADEYCES	bsb11762465	230	Bitter .	ἀδευκής
ADEYKES	bsb11762465	230	Bitter .	ἀδευκής
ADFAN	bsb11762465	540	Geleid geben .	ἄδφαν
ADIAFO	bsb11762465	940	Ohn unterscheid .	ἀδιαφό-
ADIAPHO	bsb11762465	940	Ohn unterscheid .	ἀδιαφό-
ADIAZ	bsb11762465	553	Ge	ἄδιαζ
ADICASIA	bsb10314207	137	Vnuermågen .	ἀδικασία
ADICAZEPE	bsb11762465	981	Rechten .	αδικάζεπη
ADICAZOMTHMA	bsb10314207	60	Verklagter .	αδικαζόμθμα
ADICEEIN	bsb10314207	127	Vnordnung .	ἀδικέειν
ADICEIN	bsb11762465	536	Geheimnis .	ἀδικεῖν
ADICEMATA	bsb11762465	1139	St	ἀδικήματα
ADICEMATON	bsb11762465	305	Prohibere viam .	ἀδικημάτων
ADICEMAZA	bsb11762465	641	Gr	ἀδικήμαζα
ADICIA	bsb10314207	98	Vnbilligkeit .	ἀδικία
ADICIAS	bsb10314207	98	Vnbilligkeit .	ἀδικίας
ADICIMON	bsb11762465	435	Falsch Goldt .	ἀδίκιμον
ADICO	bsb10314207	121	Vngütig .	ἄδικο
ADICON	bsb11762465	421	Es ist unbillich .	ἄδικον
ADICOS	bsb10314207	98	Vnbillich .	ἀδίκως
ADICOU	bsb10314207	99	Vndanckbar seyn .	ἀδικού
ADICU	bsb10314207	99	Vndanckbar seyn .	ἀδικού
ADICUATON	bsb11762465	422	Es ist vnmüglich .	ἀδικύατόν
ADICYATON	bsb11762465	422	Es ist vnmüglich .	ἀδικύατόν
ADIDACTOS	bsb10314207	112	Vn	ἀδίδακτος
ADIDAKTOS	bsb10314207	112	Vn	ἀδίδακτος
ADIDEICTA	bsb11762465	519	Quauis fue ſtupidior .	ἀδίδεικτα
ADIDEIKTA	bsb11762465	519	Quauis fue ſtupidior .	ἀδίδεικτα
ADIDRASCEIN	bsb11762465	822	Lauffen / Fliehen .	αδιδράσκειν
ADIDRASCON	bsb11762465	1093	Si	αδιδράσκον
ADIDRASKEIN	bsb11762465	822	Lauffen / Fliehen .	αδιδράσκειν
ADIDRASKON	bsb11762465	1093	Si	αδιδράσκον
ADIKASIA	bsb10314207	137	Vnuermågen .	ἀδικασία
ADIKAZEPE	bsb11762465	981	Rechten .	αδικάζεπη
ADIKAZOMTHMA	bsb10314207	60	Verklagter .	αδικαζόμθμα
ADIKEEIN	bsb10314207	127	Vnordnung .	ἀδικέειν
ADIKEIN	bsb11762465	536	Geheimnis .	ἀδικεῖν
ADIKEMATA	bsb11762465	1139	St	ἀδικήματα
ADIKEMATON	bsb11762465	305	Prohibere viam .	ἀδικημάτων
ADIKEMAZA	bsb11762465	641	Gr	ἀδικήμαζα
ADIKIA	bsb10314207	98	Vnbilligkeit .	ἀδικία
ADIKIAS	bsb10314207	98	Vnbilligkeit .	ἀδικίας
ADIKIMON	bsb11762465	435	Falsch Goldt .	ἀδίκιμον
ADIKO	bsb10314207	121	Vngütig .	ἄδικο
ADIKON	bsb11762465	421	Es ist unbillich .	ἄδικον
ADIKOS	bsb10314207	98	Vnbillich .	ἀδίκως
ADIKOU	bsb10314207	99	Vndanckbar seyn .	ἀδικού
ADIKU	bsb10314207	99	Vndanckbar seyn .	ἀδικού
ADIKUATON	bsb11762465	422	Es ist vnmüglich .	ἀδικύατόν
ADIKYATON	bsb11762465	422	Es ist vnmüglich .	ἀδικύατόν
ADINA	bsb10314207	125	Vnmechtigkeit .	άδινα-
ADINATIA	bsb10314207	137	Vnuermågen .	ἀδινατία
ADINETAS	bsb11762465	408	Erstechen .	αδινέτας
ADINOS	bsb10314207	37	Vberflüßig .	ἀδινός
ADIOCMIA	bsb10314207	137	Vnuermågen .	ἀδιωκμία
ADIOKMIA	bsb10314207	137	Vnuermågen .	ἀδιωκμία
ADIUAMA	bsb10314207	125	Vnmechtig .	ἀδιύαμα
ADIYAMA	bsb10314207	125	Vnmechtig .	ἀδιύαμα
ADMAUEIN	bsb11762465	569	Pulcre valere .	ἀδμαύειν
ADMAYEIN	bsb11762465	569	Pulcre valere .	ἀδμαύειν
ADMENEIN	bsb10314207	65	Vermågen .	ἀδμένειν
ADMES	bsb11762465	991	fraw .	ἀδμὴς
ADOCI	bsb11762465	137	knechte .	ἀδόκι
ADOCIMON	bsb11762465	435	Falsche Münk .	ἀδόκιμον
ADOCIMOS	bsb11762465	534	Gefelscht .	ἀδόκιμος
ADOKI	bsb11762465	137	knechte .	ἀδόκι
ADOKIMON	bsb11762465	435	Falsche Münk .	ἀδόκιμον
ADOKIMOS	bsb11762465	534	Gefelscht .	ἀδόκιμος
ADOLECHEIN	bsb11762465	778	Klafferen .	ἀδολεχεῖν
ADOLECHES	bsb11762465	778	Klafferer .	ἀδολέχης
ADOLECHIA	bsb11762465	781	Kl	ἀδολεχία
ADOLEMEIN	bsb11762465	780	Klapffern .	ἀδολεμεῖν
ADOLICHO	bsb11762465	415	Ipſa turture eſt loquacior .	ἀδόλιχο
ADOLOS	bsb11762465	829	Leichtfertiglich .	ἀδόλως
ADORACEOS	bsb11762465	1050	Sch	ἀδωράκηος
ADORACETA	bsb11762465	551	Gerecht .	ἀδωράκητα
ADORAKEOS	bsb11762465	1050	Sch	ἀδωράκηος
ADORAKETA	bsb11762465	551	Gerecht .	ἀδωράκητα
ADOROCETA	bsb11762465	991	richtig .	ἀδωρόκητα
ADORODOCE	bsb11762465	124	Au	ἀδωροδόκη-
ADORODOKE	bsb11762465	124	Au	ἀδωροδόκη-
ADOROKETA	bsb11762465	991	richtig .	ἀδωρόκητα
ADOS	bsb10314207	202	Woch .	άδος
ADOUCOS	bsb11762465	230	Aduerbialiter .	ἀδούκως
ADOUKOS	bsb11762465	230	Aduerbialiter .	ἀδούκως
ADOXA	bsb10314207	62	rüchtet .	άδοξα
ADOXIA	bsb10314207	62	Verleumbdung .	ἀδοξία
ADOXIAN	bsb11762465	251	Bo	ἀδοξίαν
ADOXIAS	bsb10314207	106	Vnehr .	ἀδοξίας
ADOXO	bsb11762465	1027	Schendlich .	άδοξο
ADOXON	bsb11762465	553	Ge	ἀδόξων
ADOXOS	bsb11762465	553	Ge	ἄδοξος
ADPHAN	bsb11762465	540	Geleid geben .	ἄδφαν
ADRA	bsb11762465	440	Fa	ἀδρά-
ADRANEIA	bsb11762465	1069	Schwachheit .	ἀδράνεια
ADRANES	bsb10314207	124	Vn	ἀδρανής
ADRANIA	bsb11762465	440	Fa	ἀδρανία
ADRASEIA	bsb11762465	973	Rach	ἀδράσεια
ADRES	bsb10314207	80	Verwehnen .	ἀδρής
ADRIANICE	bsb11762465	718	Hun / Kluckhenne .	ἀδριανική
ADRIANIKE	bsb11762465	718	Hun / Kluckhenne .	ἀδριανική
ADRO	bsb11762465	453	Fe	άδρο-
ADROSIOE	bsb10314207	37	Vb	ἀδροσιώη
ADUCOS	bsb11762465	230	Aduerbialiter .	ἀδούκως
ADUKOS	bsb11762465	230	Aduerbialiter .	ἀδούκως
ADULOS	bsb11762465	730	J	άδύλως
ADUNAMIA	bsb10314207	125	Vnmechtigkeit .	ἀδυναμία
ADUNATO	bsb11762465	793	Krafft .	ἀδύνατο
ADUSOPEOS	bsb10314207	138	Vnuersünig .	ἀδυσώπηος
ADXAN	bsb11762465	540	Geleid geben .	άδξαν
ADYLOS	bsb11762465	730	J	άδύλως
ADYNAMIA	bsb10314207	125	Vnmechtigkeit .	ἀδυναμία
ADYNATO	bsb11762465	793	Krafft .	ἀδύνατο
ADYSOPEOS	bsb10314207	138	Vnuersünig .	ἀδυσώπηος
AECHCUE	bsb10314207	106	Vnehr .	αἠχκύη
AECHCYE	bsb10314207	106	Vnehr .	αἠχκύη
AECHEIN	bsb11762465	307	De	αέχειν
AECHEN	bsb11762465	363	hens seyn .	αέχὴν
AECHIOTELIA	bsb11762465	1026	Prodens e putido in ore .	αἠχιωτηλία
AECHKUE	bsb10314207	106	Vnehr .	αἠχκύη
AECHKYE	bsb10314207	106	Vnehr .	αἠχκύη
AECHREIS	bsb11762465	377	Eltern schmähen .	αἠχρεῖς
AECHROCERDES	bsb11762465	414	Es	αἠχροκερδής
AECHROCERDIA	bsb11762465	538	Geik .	αἠχροκέρδια
AECHROKERDES	bsb11762465	414	Es	αἠχροκερδής
AECHROKERDIA	bsb11762465	538	Geik .	αἠχροκέρδια
AECHRONEP	bsb11762465	413	fchande .	αἠχρόνἐπ
AECHROPOI	bsb11762465	1037	Scheuflich .	αήχροποι-
AECHROS	bsb11762465	478	Obedire & fequi ducem .	αἠχρῶς
AECHUNE	bsb11762465	251	Bo	αἠχύνῃ
AECHUNEN	bsb11762465	250	Peſlime audire ,	αἠχύνην
AECHYNE	bsb11762465	251	Bo	αἠχύνῃ
AECHYNEN	bsb11762465	250	Peſlime audire ,	αἠχύνην
AECNIPLON	bsb11762465	436	Fa	ἀεκνιπλον
AECONTIGE	bsb11762465	342	Infinita ſcelera deſignas .	ἀέκοντιγε
AEDEEAZ	bsb11762465	386	Erbitten .	αἠδέεαζ
AEDES	bsb10314207	22	Trawrig .	ἀηδὴς
AEDESATES	bsb11762465	335	Du	ἀηδεσάτες
AEDESATOI	bsb11762465	636	Gr	ἀηδέςατοι
AEDIA	bsb10314207	22	Trawrigkeit .	ἀηδία
AEDIAN	bsb11762465	321	rumb ernewren ..	ἀηδίαν
AEDIAS	bsb11762465	210	Betrüben .	ἀηδίας
AEDON	bsb11762465	914	Nachtegal .	ἀηδων
AEDONOUS	bsb11762465	675	Hellisch König .	αἠδονούς
AEDONUS	bsb11762465	675	Hellisch König .	αἠδονούς
AEDOS	bsb10314207	22	Tr	ἀηδῶς
AEGCBOOS	bsb11762465	697	Si	αἠγκβοος
AEGITHALTH	bsb11762465	877	Meyse .	αἠγίθαλΘ
AEGKBOOS	bsb11762465	697	Si	αἠγκβοος
AEIAIRENTAI	bsb11762465	740	Je	αειαιρένται
AEIBALLEIN	bsb11762465	377	Eltern schmähen .	αειβάλλειν
AEICELOS	bsb10314207	42	Verachtlich .	ἀείκελος
AEICHIAS	bsb10314207	92	Vmbschutten .	αειχίας
AEIDES	bsb11762465	910	Nachgiltig / gering .	ἀειδὴς
AEIDIA	bsb11762465	1037	Scheufligkeit .	ἀειδία
AEIECHON	bsb10314207	249	Zusaminen halten .	αειέχον
AEIEPANIAS	bsb11762465	378	Empfinden .	αειηπάνιας
AEIERGOS	bsb11762465	511	Gar fleissig .	αειέργως
AEIFANES	bsb11762465	938	Of	αειφανές
AEIFUGIA	bsb11762465	154	Acht thun .	ἀειφυγίᾳ
AEIFYGIA	bsb11762465	154	Acht thun .	ἀειφυγίᾳ
AEIKELOS	bsb10314207	42	Verachtlich .	ἀείκελος
AEIMNE	bsb10314207	241	Zu	ἀείμνη
AEIMNESON	bsb10314207	30	Zu	ἀείμνησον
AEIN	bsb10314207	74	Verfprechen .	άειν
AEIODON	bsb11762465	464	Fieber bekommen .	αείοδον
AEIPHANES	bsb11762465	938	Of	αειφανές
AEIPHUGIA	bsb11762465	154	Acht thun .	ἀειφυγίᾳ
AEIPHYGIA	bsb11762465	154	Acht thun .	ἀειφυγίᾳ
AEIPIPPAS	bsb10314207	94	- Vmbwickeln .	αειπίππας
AEIREIN	bsb11762465	680	He	ἀείρειν
AEIRINESEN	bsb11762465	637	Gr	ἀείρινησεν
AEITHALES	bsb11762465	664	Haufwurk .	ἀειθαλὲς
AEIXEIN	bsb11762465	665	He	ἀείξειν
AEIZOON	bsb11762465	664	Haufwurk .	ἀείζωον
AEKNIPLON	bsb11762465	436	Fa	ἀεκνιπλον
AEKONTIGE	bsb11762465	342	Infinita ſcelera deſignas .	ἀέκοντιγε
AELE	bsb11762465	462	Fårtreffen .	ἀήλη
AELEAZ	bsb11762465	234	Blasen .	ἀέλεαζ
AELINAS	bsb10314207	90	Vmbgang .	αελίνας
AELLOPES	bsb11762465	1056	Schnell .	ἀελλόπες
AEMA	bsb11762465	1011	Ruhigkeit .	άημα
AEMACRO	bsb11762465	828	Leich .	αἡμακρο-
AEMAKRO	bsb11762465	828	Leich .	αἡμακρο-
AEMOPOS	bsb11762465	242	Bl	αήμωπός
AENCBOOS	bsb11762465	697	Si	αἠγκβοος
AENIGMATA	bsb11762465	973	thun .	αἠνίγματα
AENIZEAZ	bsb11762465	190	Be	αἠνίζεαζ
AENKBOOS	bsb11762465	697	Si	αἠγκβοος
AEPON	bsb11762465	155	Ea	αἤπόν
AERA	bsb11762465	74	Ad	ἄερα
AERAPORON	bsb10314207	140	Vogel .	ἀεραπόρον
AERGO	bsb11762465	485	Fr	ἄεργο
AERGOS	bsb11762465	903	Müssig .	ἄεργος
AERIERCHEAZ	bsb11762465	755	chala	αεριέρχεαζ
AERODES	bsb11762465	643	Farbe .	ἀερῶδες
AERTAZON	bsb10314207	19	Tragen .	ἀερτάζον
AESAI	bsb11762465	598	ken .	αήσαι
AESIFRON	bsb11762465	210	Bethoret	ἀεσίφρων
AESIPHRON	bsb11762465	210	Bethoret	ἀεσίφρων
AESIS	bsb11762465	108	Arbeit .	ἄεσις
AETETON	bsb11762465	369	Animus inuictus ,	ἀήτητον
AETHAI	bsb11762465	706	Hören .	άεθαι
AETHER	bsb11762465	781	Klarheit .	αἠθήρ
AETHERES	bsb11762465	1078	Seele .	αἠθερές
AETHES	bsb10314207	110	Ingebreuchlich .	ἄηθες
AETHETO	bsb11762465	369	Roburanimi .	ἀήθητο
AETHOUPS	bsb11762465	262	Brünstig / Hefftig .	αήθουψ
AETHUPS	bsb11762465	262	Brünstig / Hefftig .	αήθουψ
AETITES	bsb11762465	75	Adlerstein .	ἀετίτης
AETLETO	bsb11762465	549	Gemåt .	ἀήτλητο
AETOS	bsb11762465	74	Adler .	ἀετὸς
AEXEITHAI	bsb10314207	153	ke fich begeben .	αἠξεῖθαι
AFAI	bsb11762465	170	Infepulti iacent multi .	αφαί
AFAIREI	bsb11762465	820	La	ἀφαιρεῖ
AFAIREIAS	bsb10314207	143	Vo	ἀφαιρεῖας
AFAIREIAZ	bsb10314207	220	treiben .	ἀφαιρεῖαζ
AFAIREIAZINA	bsb11762465	484	Frey machen .	ἀφαιρεῖαζινα
AFAIREIN	bsb10314207	25	Trösten .	ἀφαιρεῖν
AFAIREITHAI	bsb11762465	456	Furcht benemen .	ἀφαιρεῖθαι
AFAIRESA	bsb11762465	414	Es	αφαιρέσα
AFAIRISIS	bsb10314207	61	Verlekung .	ἀφαίρισις
AFALISMA	bsb11762465	951	Pfandt .	ἀφάλισμα
AFAMARTANEIN	bsb11762465	756	Ir	άφαμαρτάνειν
AFAMARTANEN	bsb11762465	445	Fe	άφαμαρτάνεν
AFANE	bsb11762465	553	Ge	ἀφανῆ
AFANES	bsb10314207	44	Verborgen .	ἀφανὲς
AFANISF	bsb11762465	335	Du	ἀφανίσφ
AFANISPH	bsb11762465	335	Du	ἀφανίσφ
AFANIZEAS	bsb11762465	67	Ab	ἀφανίζεας
AFANIZEAZ	bsb10314207	73	Verschwinden .	ἀφανίζεαζ
AFANIZEI	bsb10314207	9	chen .	ἀφανίζει
AFANIZEIN	bsb10314207	49	Verdunckeln .	ἀφανίζειν
AFANIZETHAI	bsb10314207	100	Item :	ἀφανίζεθαι
AFANOS	bsb10314207	44	Verborgentlich .	ἀφανῶς
AFARPAGMOS	bsb11762465	976	Raub .	ἀφαρπαγμὸς
AFAS	bsb11762465	1043	Schüminerung .	άφας
AFAUEIN	bsb10314207	27	Trucknen .	ἀφαύειν
AFAYEIN	bsb10314207	27	Trucknen .	ἀφαύειν
AFEDRON	bsb11762465	668	Heimlich gemach .	ἀφεδρών
AFEGEIAZ	bsb11762465	400	Erkleren .	αφηγεῖαζ
AFEGESIS	bsb11762465	401	Erklerung .	ἀφήγησις
AFEGLUN	bsb11762465	195	Befchedigen .	ἀφεγλύν
AFEGLYN	bsb11762465	195	Befchedigen .	ἀφεγλύν
AFEIA	bsb11762465	166	Befreyct .	ἄφεια
AFEIDEA	bsb11762465	370	haben .	ἀφειδέα
AFEIDEI	bsb11762465	568	handlen .	ἀφειδεῖ
AFEIDES	bsb11762465	630	Grausam .	ἀφειδὴς
AFEIDIA	bsb11762465	631	Grawsamkeit .	ἀφειδία
AFEIDOS	bsb10314207	33	Tyrannischer weise	ἀφειδῶς
AFEINAI	bsb10314207	115	kommen .	ἀφεῖναι
AFEISIOE	bsb10314207	132	Vnsinnigkeit .	ἀφεισιώη
AFEISMOS	bsb11762465	705	Hoffligkeit .	ἀφεϊσμὸς
AFELE	bsb11762465	352	Eh	ἀφελέ-
AFELEAS	bsb11762465	335	im Sinn .	ἀφελέας
AFELEIAS	bsb10314207	131	Pnschuldt .	ἀφέλειας
AFELEIN	bsb11762465	213	Bé	ἀφελεῖν
AFELEO	bsb11762465	851	Los geben .	ἀφελέω
AFELEON	bsb11762465	343	Eben .	ἀφέλεον
AFELES	bsb11762465	124	Au	ἀφελὴς
AFELFA	bsb10314207	130	Vnscheltbar .	ἀφέλφα
AFELIO	bsb11762465	1064	Exigere debitum .	ἀφελιὼ
AFELLA	bsb11762465	364	Einfeltigkeit .	ἀφέλλα
AFELOS	bsb11762465	481	Aduerbialiter .	ἀφελώς
AFELPHA	bsb10314207	130	Vnscheltbar .	ἀφέλφα
AFEMI	bsb11762465	145	Item .	αφημί-
AFEMIZEIN	bsb11762465	139	Auffündigen .	αφημίζειν
AFENIAZEIN	bsb11762465	61	Ab	ἀφηνιάζειν
AFEREI	bsb11762465	421	legen .	αφέρει
AFEREIN	bsb11762465	647	Gu	αφέρειν
AFEREOTHAI	bsb10314207	258	Zwitrechtig seyn .	αφέρεοθαι
AFERESA	bsb11762465	1058	Sch	αφέρεσα
AFERONTA	bsb11762465	580	Gleich .	αφέροντα
AFERPON	bsb11762465	801	Kriechen .	ἀφέρπον
AFESIS	bsb11762465	911	Na	ἄφεσις
AFETERIA	bsb10314207	227	Biet .	ἀφετηρία
AFETES	bsb11762465	166	Befreyct .	ἀφετὴς
AFETO	bsb11762465	826	Ledig .	ἄφετο
AFETOS	bsb11762465	484	Fr	ἄφετος
AFICEAS	bsb10314207	68	Verschämen .	ἀφικέας
AFICNEIAS	bsb11762465	112	Ar	ἀφικνείας
AFICNEIATHZ	bsb11762465	510	Ga	ἀφικνεῖαθζ
AFICNEIAZ	bsb10314207	185	Widerkommen .	ἀφικνεῖαζ
AFICNEIOS	bsb11762465	401	Erlangen .	ἀφικνεῖος
AFICNEIOTHAI	bsb11762465	641	Gr	ἀφικνεῖοθαι
AFICNEITHAI	bsb11762465	888	Mi	ἀφικνεῖθαι
AFIDERITO	bsb10314207	255	Zweiffelhafftig .	ἀφιδήριτο
AFIDUONTES	bsb11762465	934	Db	αφιδύοντες
AFIDYONTES	bsb11762465	934	Db	αφιδύοντες
