form	volume	scan	headword_ocr	printed
fchahath	bsb11762465	253	Brach .	fchahath
fchaka	bsb11762465	1018	Sauffen .	fchaka
fchakad	bsb11762465	70	Ack	fchakad
fchakah	bsb11762465	146	Auftrincken .	fchakah
fchakal	bsb10314207	164	Wegen .	fchakal
fchakaph	bsb11762465	1081	Schen .	fchakaph
fchakat	bsb11762465	1010	Kugen .	fchakat
fchakats	bsb11762465	632	Gr	fchakats
fchalach	bsb11762465	144	Aufschicken .	fchalach
fchalaph	bsb11762465	1065	Schuch .	fchalaph
fchalef	bsb11762465	492	Friedsam .	fchalef
fchalem	bsb11762465	124	Auffrecht .	fchalem
fchalit	bsb11762465	460	Fürst .	fchalit
fchallecheni	bsb11762465	820	Las mich gehen .	fchallecheni
fchalom	bsb11762465	1083	Se	fchalom
fchaluah	bsb11762465	491	Fried .	fchaluah
fcham	bsb11762465	144	schreiben .	fcham
fchamai	bsb11762465	910	nakal .	fchamai-
fchamar	bsb11762465	172	Behalten .	fchamar
fchamathi	bsb11762465	882	Mi	fchamathi
fchammim	bsb11762465	1114	Specerey / Würz .	fchammim
fchanan	bsb11762465	1035	Scherffen .	fchanan
fchaphach	bsb11762465	575	Gieffen .	fchaphach
fchaprir	bsb10314207	221	Zelt .	fchaprir
fchar	bsb11762465	61	Ab	fchar
fcharah	bsb11762465	1018	Sauffen .	fcharah
fcharak	bsb10314207	229	Zischen / Pfeiffen .	fcharak
fchat	bsb11762465	1008	Ruderknecht .	fchat
fchath	bsb11762465	644	Grund legen .	fchath
fchathah	bsb10314207	24	Tr	fchathah
fchathal	bsb11762465	182	Belken / Propffen	fchathal
fchau	bsb11762465	78	Al	fchau
fchaſaph	bsb10314207	222	Be	fchaſaph
fchbeh	bsb11762465	533	Gefangen .	fchbeh
fche	bsb11762465	373	tigkeit .	fche-
fchebet	bsb11762465	683	Herrschafft .	fchebet
fchebher	bsb11762465	789	Korn .	fchebher
fchebhet	bsb11762465	1121	Stab .	fchebhet
fchebuah	bsb11762465	356	Eide .	fchebuah
fchechin	bsb11762465	561	Geschwer )	fchechin
fchecho	bsb10314207	65	Ve	fchecho-
fchechor	bsb11762465	788	Kol .	fchechor
fchediog	bsb11762465	1013	Safft / Feucht .	fchediog
fcheer	bsb11762465	99	Angeboren freund .	fcheer
fcheh	bsb11762465	1148	wadt .	fcheh
fchelach	bsb11762465	561	Geschof .	fchelach
fchelah	bsb11762465	225	1 Bitt .	fchelah
fcheleg	bsb11762465	1056	Schnee .	fcheleg
fchem	bsb11762465	648	Guter ding / frolich .	fchem
fchemate	bsb11762465	819	Lang vom leib .	fchemate
fchemefch	bsb11762465	1107	Sonne .	fchemefch
fchemittah	bsb11762465	253	Brach .	fchemittah
fchemuroth	bsb11762465	131	deckel .	fchemuroth
fchen	bsb10314207	215	Zan .	fchen
fchenah	bsb11762465	1045	Schlaff .	fchenah
fcheninah	bsb11762465	431	Fabel .	fcheninah
fchenith	bsb10314207	186	Widerumb .	fchenith
fchephod	bsb11762465	768	Kef .	fchephod
fcher	bsb10314207	229	Sibila rauca ſonans .	fcher
fcheth	bsb11762465	694	Hinder .	fcheth
fchetſeph	bsb11762465	855	Lüzel oder wenig .	fchetſeph
fcheus	bsb11762465	249	Bolk / Pfeil .	fcheus
fchi	bsb11762465	88	Am dritten tage .	fchi
fchib	bsb11762465	117	Auffbrechen .	fchib
fchibber	bsb10314207	92	Vimbreiffen .	fchibber
fchichar	bsb11762465	390	Erforschen .	fchichar
fchichor	bsb11762465	925	Nider werffen .	fchichor
fchif	bsb11762465	1009	Ruffen .	fchif
fchiffah	bsb11762465	581	Gleichen .	fchiffah
fchigga	bsb11762465	210	Bethoren .	fchigga
fchiggaon	bsb10314207	132	Vnsinnigkeit .	fchiggaon
fchikmah	bsb11762465	444	Felgenbawm .	fchikmah
fchillach	bsb11762465	134	oder stoffen .	fchillach
fchillem	bsb10314207	184	Widergelten .	fchillem
fchillunı	bsb10314207	54	Vergeltung .	fchillunı
fchilton	bsb11762465	683	Herrschafft .	fchilton
fchir	bsb11762465	1103	Singen .	fchir
fchittuk	bsb11762465	194	gewalt .	fchittuk
fchlofch	bsb11762465	333	Drey .	fchlofch
fcho	bsb11762465	712	blefet .	fcho-
fchobh	bsb11762465	278	Pænitere facinus .	fchobh
fchobhel	bsb11762465	507	Fuß .	fchobhel
fchocba	bsb11762465	628	Grabe / Grube .	fchocba
fchoer	bsb10314207	12	Thürhüter .	fchoer
fchofchannah	bsb11762465	1004	Ro	fchofchannah
fchok	bsb11762465	1034	Schenckel / Bein .	fchok
fchomer	bsb11762465	717	Hüter .	fchomer
fchophar	bsb10314207	25	Trommet / Posaun .	fchophar
fchophet	bsb11762465	999	Richter .	fchophet
fchor	bsb11762465	908	Nabel .	fchor
fchorer	bsb11762465	908	Nabel .	fchorer
fchot	bsb11762465	390	Erforschen .	fchot
fchoter	bsb11762465	663	Ha	fchoter
fchoth	bsb11762465	662	Hauptküssen .	fchoth
fchua	bsb11762465	554	Ge	fchua
fchual	bsb11762465	502	Fuchf .	fchual
fchubh	bsb10314207	186	Widerumb .	fchubh
fchuch	bsb11762465	110	Afflictæ fortunæ .	fchuch
fchul	bsb11762465	250	Bo	fchul
fchuph	bsb11762465	470	Fledermauf .	fchuph
fchylchan	bsb11762465	304	den .	fchylchan
fciabar	bsb11762465	258	Brechen .	fciabar
fciachar	bsb11762465	577	Glank / Schein .	fciachar
fcil	bsb10314207	202	Wizig .	fcil
fcilicet	bsb10314207	12	Thürangel .	fcilicet
fcindere	bsb11762465	258	Brechen .	fcindere
fciplina	bsb10314207	105	Unterweisung .	fciplina
fcopus	bsb10314207	227	Biet .	fcopus
fcriptio	bsb11762465	1063	Schreibung .	fcriptio
fcriptor	bsb11762465	270	bent .	fcriptor
fcriptorius	bsb11762465	1063	Schreibfeder .	fcriptorius
fcrupulis	bsb11762465	784	Kl	fcrupulis
fculpere	bsb11762465	628	Ausgraben .	fculpere
fcurum	bsb10314207	135	Vnuerborgen .	fcurum
fear	bsb11762465	657	Haar .	fear
fearah	bsb10314207	115	vngewitter .	fearah
febab	bsb11762465	85	Item :	febab
febhach	bsb10314207	81	Verwicklung .	febhach
febhah	bsb11762465	630	Grawe oder weisse .	febhah
fechel	bsb10314207	65	Vernunfft .	fechel
fechen	bsb11762465	528	Gebrauch .	fechen
fecher	bsb11762465	529	Gedechtniß .	fecher
fechi	bsb11762465	792	Kot / Dreck .	fechi
fechok	bsb11762465	1120	Spottung .	fechok
fechorah	bsb10314207	181	Werbung .	fechorah
fecon	bsb11762465	60	Abermal .	fecon
fectin	bsb11762465	1074	Sch	fectin
fectus	bsb10314207	142	Vo	fectus
fedare	bsb11762465	426	Essen .	fedare
feden	bsb11762465	87	Ambof .	feden
feder	bsb11762465	943	Ordnung .	feder
fedes	bsb11762465	694	Hinder .	fedes
fedibus	bsb11762465	134	oder stoffen .	fedibus
feeth	bsb11762465	233	Blafe .	feeth
fefcere	bsb11762465	448	Feift werden .	fefcere
feffor	bsb11762465	898	Morder .	feffor
fegi	bsb11762465	197	Beschlieffung .	fegi-
fegnis	bsb11762465	818	Langsam	fegnis
fegnitia	bsb11762465	819	schlefferigkeit .	fegnitia
fegor	bsb11762465	626	Gold .	fegor
fegyllah	bsb11762465	357	Eigen Gut .	fegyllah
feignes	bsb10314207	218	Zeichen .	feignes
fela	bsb11762465	449	Felf .	fela
felem	bsb11762465	222	Bildniß .	felem
feli	bsb10314207	76	Versónung .	feli
felim	bsb11762465	287	Vaſto corpore .	felim
felle	bsb10314207	253	Zu Stuel gehen .	felle
felytusgr	bsb11762465	486	Frembdling .	felytus.gr
femel	bsb11762465	222	Bildniß .	femel
femen	bsb11762465	789	Korn .	femen
fement	bsb11762465	64	Ablassung .	fement
femer	bsb11762465	1082	Seen .	femer
femeur	bsb11762465	1082	Seeman .	femeur
femina	bsb10314207	64	ond Mannes .	femina
femme	bsb11762465	87	Alt weib .	femme
femol	bsb11762465	845	Lincke Handt .	femol
fench	bsb11762465	330	Dorn .	fench
fenestre	bsb11762465	451	Fenestra , Jueis , feneſtella ,	fenestre
fenfio	bsb11762465	1103	Sünde .	fenfio
fenfu	bsb11762465	87	Alt weib .	fenfu
fenfus	bsb11762465	529	Gedancke .	fenfus
fentatorius	bsb11762465	1053	Schmeichelrede /	fentatorius
fentear	bsb11762465	243	Bork .	fentear
fententia	bsb11762465	548	Gaffenwortlein .	fententia
fententiæ	bsb11762465	584	ان	fententiæ
fentire	bsb11762465	164	Beduncken .	fentire
feparatim	bsb11762465	382	über .	feparatim
feparation	bsb10314207	102	Unterscheid .	feparation
feparer	bsb11762465	67	Ab	feparer
fephekah	bsb10314207	255	Zweiffel .	fephekah
fephel	bsb11762465	162	Becken .	fephel
fepher	bsb11762465	269	Buch .	fepher
fephiah	bsb10314207	14	Tochter .	fephiah
fephina	bsb11762465	1038	Schiff .	fephina
ferach	bsb10314207	37	Vb	ferach
feram	bsb10314207	252	Zuschliessen .	feram
ferarum	bsb11762465	644	wilden Thier .	ferarum
fere	bsb10314207	34	Past / Bey nahe .	fere
ferens	bsb11762465	1071	Schwanger .	ferens
feridim	bsb11762465	775	Kinder .	feridim
feriez	bsb11762465	447	Feyertag .	feriez
ferinum	bsb10314207	206	Vellus	ferinum
ferire	bsb11762465	1138	Stoffen .	ferire
ferme	bsb10314207	34	Past / Bey nahe .	ferme
fernere	bsb10314207	103	Vnterfpreiten .	fernere
feroch	bsb11762465	258	riem .	feroch
ferocia	bsb11762465	634	Grimmigkeit .	ferocia
feroculus	bsb11762465	481	Frech .	feroculus
ferox	bsb11762465	481	Frech .	ferox
ferre	bsb10314207	82	De	ferre
ferreum	bsb11762465	1051	Schloß .	ferreum
ferreus	bsb11762465	916	Nagel .	ferreus
ferri	bsb11762465	475	Fliegen .	ferri
fertile	bsb11762465	496	Lande .	fertile
fertor	bsb11762465	68	Abtränniger .	fertor
fertum	bsb11762465	936	Dede .	fertum
feruens	bsb10314207	233	Zornig	Feruens
feruminare	bsb11762465	156	Bappen .	feruminare
ferus	bsb11762465	818	Langsam	ferus
feræ	bsb10314207	193	Wilde thier .	Feræ
festo	bsb11762465	75	Aher / Kornaher .	Festo
fethaf	bsb10314207	198	Winter .	fethaf
fether	bsb11762465	644	wilden Thier .	fether
fetrim	bsb11762465	985	Regen .	fetrim
fetuere	bsb11762465	1100	Sieden .	fetuere
feudah	bsb10314207	218	Zech .	feudah
feue	bsb11762465	1013	Safft / Feucht .	feue
feueritas	bsb11762465	634	Grimmigkeit .	feueritas
feuerus	bsb11762465	403	Ernsthafftig .	feuerus
feul	bsb11762465	77	Allein .	feul
feule	bsb11762465	77	Aduerbialiter .	feule-
feyn	bsb10314207	61	Verleken .	feyn
ffer	bsb11762465	236	Blindt .	ffer
ffur	bsb11762465	863	ckende Drutt .	ffur
fiach	bsb11762465	160	Bawm .	fiach
fibbah	bsb10314207	149	Prsach .	fibbah
fibbebh	bsb11762465	1001	walken .	fibbebh
fibbech	bsb11762465	469	Flechten .	fibbech
fibboth	bsb11762465	148	Aw	fibboth
fica	bsb11762465	877	Messer .	fica
ficare	bsb11762465	938	Offenbaren .	ficare
ficcah	bsb11762465	690	Hütte .	ficcah
ficcari	bsb11762465	1128	Stehende See .	ficcari
ficcaron	bsb11762465	529	Gedechtniß .	ficcaron
ficcel	bsb11762465	210	Bethoren .	ficcel
ficcim	bsb11762465	916	Nagel .	ficcim
ficere	bsb10314207	49	Verendern .	ficere
fichi	bsb11762465	884	Mist .	fichi
fichluth	bsb11762465	210	Bethoret	fichluth
ficta	bsb11762465	431	Fabel .	ficta
fictilis	bsb10314207	18	Topff / Hafen .	fictilis
fictitia	bsb11762465	431	Fabel .	fictitia
fidah	bsb11762465	276	Burg .	fidah
fidelis	bsb11762465	580	Glaubig .	fidelis
fidelitas	bsb11762465	578	Glaube .	fidelitas
fidentia	bsb11762465	708	Hoffnung .	fidentia
fideratio	bsb11762465	194	gewalt .	fideratio
fidere	bsb11762465	709	hoffen .	fidere
fides	bsb11762465	1044	Schirm / zuflucht .	fides
fiduciam	bsb10314207	78	Vertrawen .	fiduciam
fiegeroyal	bsb11762465	809	Künigs stuel .	fiegeroyal
fierete	bsb11762465	491	ligkeit .	fierete
fieri	bsb11762465	167	Be	fieri
fieure	bsb11762465	442	Feber .	fieure
fifa	bsb11762465	669	Heiffen / Befehlen .	fifa
fiffime	bsb11762465	79	Allermeist .	fiffime
fiftor	bsb11762465	717	Hüter .	fiftor
figere	bsb11762465	408	Erstechen .	figere
figillaris	bsb11762465	960	Pitschierring .	figillaris
fignacula	bsb11762465	261	brechen .	fignacula
fignare	bsb11762465	197	Beschliessen .	fignare
fignificare	bsb10314207	60	Verkündigen ,	fignificare
fignificat	bsb11762465	816	Lampe / Kerke .	fignificat
fignificatu	bsb10314207	105	Unterweilen .	fignificatu
figulus	bsb10314207	18	Töpffer .	Figulus
fiion	bsb11762465	859	Mal / Brandtmal .	fiion
fiiphim	bsb11762465	529	Gedancke .	fiiphim
fiirion	bsb11762465	946	ber .	fiirion
fila	bsb11762465	864	Materi .	fila
filer	bsb11762465	1117	Spinnen .	filer
filigo	bsb10314207	178	Weiße .	filigo
fillah	bsb11762465	1036	Sch	fillah
fillon	bsb11762465	330	Dorn .	fillon
fiman	bsb11762465	859	Mal / Brandtmal .	fiman
fimchah	bsb11762465	490	Fr	fimchah
fime	bsb11762465	1089	Se	fime
fimlah	bsb11762465	179	Ve	fimlah
fimplicitas	bsb10314207	98	Inbetriegligkeit .	fimplicitas
fimulacrum	bsb11762465	536	Ge	fimulacrum
finah	bsb11762465	446	Feindschafft .	finah
fine	bsb10314207	177	Weißlich .	fine
finer	bsb11762465	63	Ablaffen .	finer
finge	bsb11762465	75	Affe .	finge
fingere	bsb11762465	313	Dichten .	fingere
fingulari	bsb11762465	919	Nafelocher .	fingulari
fingulariter	bsb11762465	1079	Se	fingulariter
finir	bsb11762465	122	Au	finir
finitimus	bsb11762465	908	Nachbawer .	finitimus
finnok	bsb11762465	508	Fu	finnok
fins	bsb11762465	105	Anstoffen .	fins
finus	bsb11762465	643	Farbe .	finus
fipper	bsb11762465	409	Erzehlen .	fipper
firah	bsb11762465	259	brám .	firah
fire	bsb11762465	710	Holen / Herfordern .	fire
firma	bsb11762465	491	Fried .	firma
firmare	bsb11762465	463	Fårwar sagen .	firmare
firmitas	bsb11762465	205	Bestendigkeit .	firmitas
firmitudo	bsb11762465	205	Bestendigkeit .	firmitudo
firmus	bsb10314207	99	Vnbrüchig .	firmus
fischer	bsb10314207	88	Vi	Fischer
fish	bsb11762465	663	Ha	fish
fitfith	bsb11762465	1018	Saum .	fitfith
fithnah	bsb10314207	122	Vngunst .	fithnah
fitim	bsb11762465	61	Götter .	fitim
fitnah	bsb11762465	446	Feindschafft .	fitnah
fiue	bsb11762465	280	Cameel .	fiue
flagranti	bsb10314207	233	Zornig	flagranti
flambe	bsb11762465	432	Fackel .	flambe-
flamirab	bsb11762465	454	Fewrig .	flamirab
flammeus	bsb11762465	454	Fewrig .	flammeus
flare	bsb11762465	234	Blasen .	flare
fleisch	bsb11762465	763	Kalb .	Fleisch
fletum	bsb11762465	178	Bekümmern .	fletum
fletus	bsb11762465	779	Item .	fletus
flictio	bsb11762465	863	ckende Drutt .	flictio
florens	bsb11762465	757	Jugende .	florens
flores	bsb11762465	240	Blumen brechen .	flores
florida	bsb11762465	757	Jugende .	florida
fluens	bsb11762465	960	Plag / streich .	fluens
fluentum	bsb11762465	477	Fluß .	fluentum
fluor	bsb11762465	476	Flieffung .	Fluor
fluxio	bsb11762465	476	Flieffung .	fluxio
fluxus	bsb11762465	476	Flieffung .	fluxus
foach	bsb11762465	207	Beten .	foach
fobh	bsb11762465	87	Alt werden .	fobh
fobha	bsb10314207	37	Vb	fobha
fobhe	bsb10314207	171	Wein .	fobhe
foch	bsb11762465	115	Aft / Zweig .	foch
foche	bsb11762465	1043	Schildt ,	foche-
focheach	bsb11762465	142	fprechen .	focheach
focher	bsb10314207	180	Werber .	focher
fodere	bsb11762465	664	Hawen .	fodere
foedus	bsb11762465	470	Flecket .	foedus
foer	bsb10314207	116	Waffer .	foer
foetura	bsb11762465	525	Geberung .	foetura
foetus	bsb11762465	717	Hüner / Küchlin .	foetus
foffa	bsb11762465	628	Grabe / Grube .	foffa
fohar	bsb11762465	534	Gefengnif .	fohar
fohed	bsb10314207	225	Be	fohed
foigner	bsb11762465	70	Ack	foigner
foin	bsb11762465	688	Hew .	foin
foing	bsb11762465	70	Item :	foing
fokeph	bsb10314207	255	Zweiffelhafftig .	fokeph
folaria	bsb11762465	1062	daman spazieret .	folaria
foleach	bsb11762465	589	Gnedig .	foleach
folel	bsb11762465	255	Braffer .	folel
folelah	bsb11762465	249	Vo	folelah
folers	bsb11762465	460	Fürsichtig .	folers
folet	bsb11762465	1128	Stehende See .	folet
folice	bsb11762465	839	Liebe .	Folice
folidum	bsb11762465	205	Beftettigen .	folidum
folineau	bsb11762465	287	Balcke .	folineau
folitaire	bsb11762465	77	Allein .	folitaire
folitarius	bsb11762465	369	Einſidler .	folitarius
foluere	bsb11762465	760	Ju	foluere
folum	bsb11762465	771	Keren .	folum
folutum	bsb11762465	560	Geschmelkt .	folutum
fommet	bsb11762465	1119	Sp	fommet
fomnum	bsb11762465	384	Entschlaffen .	fomnum
fonarum	bsb11762465	104	Anfchen .	fonarum
fonc	bsb10314207	122	Vngunst .	fonc
fone	bsb11762465	445	Feindt .	fone
foneille	bsb11762465	589	Glocklein .	foneille
foniorum	bsb11762465	787	Koch .	foniorum
fons	bsb11762465	201	Be	fons
foperim	bsb11762465	280	Cankter .	foperim
foph	bsb11762465	224	Bif ans Ende .	foph
fophea	bsb10314207	37	Vberflüßig .	fophea
foporem	bsb11762465	1047	Thalamus .	foporem
forbillare	bsb10314207	218	Zechen .	forbillare
force	bsb10314207	216	Zauberey .	force-
forceps	bsb10314207	216	Zang .	Forceps
forck	bsb10314207	174	We	forck
ford	bsb11762465	764	Kalt .	ford
forer	bsb10314207	111	Vugehorsam .	forer
fores	bsb10314207	12	Thår offenen .	fores
forester	bsb10314207	12	pfoft .	forester
formera	bsb11762465	278	Pænitere facinus .	formera
formofulus	bsb10314207	206	Wo	formofulus
fornix	bsb11762465	573	Gewelbe .	Fornix
forschen	bsb11762465	478	Forschen .	forschen
fort	bsb10314207	62	Ve	fort
fortrude	bsb11762465	224	Gebif .	fortrude
foth	bsb11762465	103	Anreiken .	foth
fotian	bsb11762465	270	Buchbawm .	fotian
foufflement	bsb11762465	961	Plast .	foufflement
foulci	bsb11762465	70	Item :	foulci
foupper	bsb11762465	56	bendmal .	foupper
fourd	bsb10314207	6	Taubheit .	fourd
fourmage	bsb11762465	768	Kef .	fourmage
fpem	bsb10314207	82	Verzagen .	fpem
fpicue	bsb11762465	135	Ausdrücklich .	fpicue
fpirare	bsb10314207	52	Ve	fpirare
fpiritus	bsb11762465	1138	Stolk werden .	fpiritus
fpoliare	bsb11762465	962	Plündern .	fpoliare
fracher	bsb11762465	69	Item .	Fracher
fran	bsb10314207	196	Williglich	fran
françoy	bsb11762465	479	reicher .	françoy
fratres	bsb10314207	257	Zwilling .	fratres
fraudi	bsb11762465	1021	Schaden .	fraudi
fraudulentia	bsb11762465	846	Liftigkeit .	fraudulentia
frayeur	bsb10314207	229	Zitteren .	frayeur
frenum	bsb11762465	219	Bi	frenum
fricare	bsb11762465	987	Reiben .	Fricare
frigidulus	bsb11762465	764	Kalt .	frigidulus
froid	bsb11762465	770	Kelte .	froid
froidure	bsb11762465	770	Kelte .	froidure
fromb	bsb11762465	984	Redlicher Mann .	fromb
frontem	bsb11762465	492	Frotich seyn .	frontem
frotter	bsb11762465	106	An	frotter
fructus	bsb11762465	496	Frucht .	Fructus
frui	bsb10314207	167	We	frui
frumenti	bsb11762465	651	Hagel .	frumenti
frumento	bsb11762465	973	Raden .	frumento
ftantia	bsb11762465	1061	Schönheit .	ftantia
ftari	bsb11762465	383	Enthalten / meiden .	ftari
ftatio	bsb11762465	1130	kung .	ftatio
ftation	bsb10314207	104	Vnterstehung .	ftation
ftatuere	bsb11762465	1129	Darstellen .	ftatuere
ftella	bsb11762465	166	Befestigung .	ftella
fter	bsb11762465	763	Kal .	fter
ftercus	bsb11762465	654	Hammerschlag .	ftercus
ftinum	bsb11762465	898	Morgen .	ftinum
ftinus	bsb11762465	150	Bader .	ftinus
ftio	bsb11762465	173	Beicht / bekendtniß .	ftio
ftitudo	bsb11762465	635	Grösse .	ftitudo
ftitutus	bsb10314207	82	Verzagt .	ftitutus
ftodire	bsb11762465	216	Bewahren .	ftodire
ftola	bsb11762465	781	Kleid .	ftola
ftra	bsb11762465	249	Vo	ftra
ftrepitus	bsb11762465	650	Ha	ftrepitus
ftrigillare	bsb11762465	987	Reiben .	ftrigillare
ftrum	bsb11762465	634	Grindel / Riegel .	ftrum
fuah	bsb11762465	165	Befehl .	fuah
fuas	bsb10314207	105	Vn	fuas
fuauiolum	bsb11762465	812	Kuf .	fuauiolum
fuauium	bsb10314207	207	Wolluft .	fuauium
fubftantia	bsb11762465	864	Materi .	fubftantia
fubhalare	bsb11762465	234	Blasen .	fubhalare
fubiect	bsb11762465	1018	Sa	fubiect
fubigere	bsb11762465	786	Knetten .	fubigere
fubiungere	bsb10314207	253	Zu	fubiungere
fubleuare	bsb11762465	1000	Kingern .	fubleuare
fubmergere	bsb11762465	1089	Sencken .	fubmergere
fubmittere	bsb11762465	925	Nidrigen .	fubmittere
fubrogare	bsb10314207	103	Vaterseßen .	fubrogare
fubtegmen	bsb11762465	370	haben .	fubtegmen
fubtrai	bsb11762465	69	Item .	fubtrai
fuccendere	bsb11762465	384	Enkunden .	fuccendere
fucus	bsb11762465	583	Gleißnerey .	fucus
fudah	bsb11762465	1051	Schloß / Burg .	fudah
fuemet	bsb11762465	55	Abdrucken .	fuemet
fuerit	bsb10314207	196	: Will Gott .	fuerit
fufficere	bsb10314207	103	Vaterseßen .	fufficere
fufflare	bsb11762465	117	Item / Auffblasen .	fufflare
fuffocare	bsb11762465	121	Item :	fuffocare
fuffragium	bsb11762465	715	Hülffe .	fuffragium
fuffumigare	bsb11762465	995	Reuchern .	fuffumigare
fufpicere	bsb11762465	350	Gloria .	fufpicere
fufpirare	bsb11762465	234	Blasen .	fufpirare
fufus	bsb11762465	1117	Spille .	Fufus
fugacitas	bsb11762465	1057	Schnelligkeit .	fugacitas
fugah	bsb10314207	92	Vmschrenckung .	fugah
fugam	bsb11762465	822	Lauffen / Fliehen .	fugam
fuge	bsb11762465	1093	Si	fuge
fulatum	bsb11762465	543	Geleutert Silber .	fulatum
fulcus	bsb11762465	643	Grube .	fulcus
fulgor	bsb11762465	781	Klarheit .	fulgor
fulmen	bsb11762465	328	Stral .	Fulmen
fultare	bsb10314207	50	Verfolgen .	fultare
fumere	bsb11762465	1138	Stolk werden .	fumere
fumi	bsb11762465	280	Carfunckelstein .	fumi
fummates	bsb11762465	505	ten einer Stadt .	fummates
fummitas	bsb11762465	1119	eines Bergs .	fummitas
fumtio	bsb10314207	27	Trunckenheit .	fumtio
fumtui	bsb11762465	766	Karg .	fumtui
funale	bsb11762465	772	Kerke / Fackel .	funale
fundere	bsb10314207	64	Vermischen .	fundere
funt	bsb10314207	208	Wollüftc .	funt
funto	bsb10314207	243	Zu Mittage .	funto
fuperbus	bsb11762465	682	He	fuperbus
fupergredi	bsb10314207	39	Vberschreiten .	fupergredi
fuperiores	bsb10314207	147	Voreltern .	fuperiores
fuperum	bsb11762465	625	Gottlosigkeit .	fuperum
fuphah	bsb10314207	115	vngewitter .	fuphah
fupplere	bsb10314207	184	Widerbringen .	fupplere
fupplicare	bsb11762465	225	Bitten .	fupplicare
fupra	bsb11762465	902	Måhle .	fupra
furah	bsb11762465	565	Gestalt .	furah
furfur	bsb11762465	782	Kleye .	Furfur
furfureus	bsb11762465	782	Kleye .	furfureus
furibunda	bsb10314207	233	Zornig	furibunda
furtim	bsb11762465	668	Aduerbialiter .	furtim
furus	bsb11762465	781	Klar .	furus
futurorum	bsb10314207	159	Warsager .	futurorum
fuvenire	bsb11762465	167	Begeben .	fu'venire
fyllam	bsb11762465	837	Letter .	fyllam
fæpenumero	bsb11762465	516	Gar offt .	fæpenumero
fætura	bsb11762465	525	Geberung .	fætura
fœderari	bsb10314207	43	nuß nicht halten .	fœderari
fœderis	bsb11762465	356	Eidtgenof .	fœderis
fœtus	bsb11762465	496	Frucht .	fœtus
gaah	bsb10314207	151	Wachsen .	gaah
gaal	bsb11762465	207	Be	gaal
gaaliquem	bsb11762465	842	Li	gaaliquem
gaauah	bsb11762465	193	Berhumung .	gaauah
gabah	bsb11762465	397	Er	gabah
gabbah	bsb11762465	462	Fårtreffen .	gabbah
gabh	bsb11762465	72	Ackerfchollen .	gabh
gabha	bsb10314207	40	Vbertreffen .	gabha
gabhar	bsb11762465	1132	Starck sein .	gabhar
gabhia	bsb11762465	162	Becher .	gabhia
gabia	bsb11762465	774	Ketch .	gabia
gach	bsb10314207	58	Verhüten .	gach
gachach	bsb11762465	194	Beruffen / fordern .	gachach
gacheleth	bsb11762465	788	Kol .	gacheleth
