form	volume	scan	headword_ocr	printed
pfaff	bsb11762465	968	Pr	Pfaff
pfarherr	bsb11762465	968	Pr	Pfarherr
pfeiler	bsb11762465	1092	Scule .	Pfeiler
phab	bsb10314207	257	ລິ w	phab
phach	bsb11762465	234	Blasen .	phach
phah	bsb10314207	217	Zauberin .	phah
phaim	bsb11762465	1001	Riese .	phaim
phaiph	bsb11762465	865	Matt / Mide .	phaiph
phak	bsb11762465	490	Frewd anzeigen .	phak
phal	bsb11762465	501	Jügen .	phal
phalanx	bsb11762465	249	Bolk / Pfeil .	phalanx
phantasie	bsb11762465	222	Bildung .	phantasie
phapharach	bsb11762465	994	Rencken / Beugen .	phapharach
phar	bsb10314207	221	Zehlen .	phar
pharti	bsb11762465	479	reicher .	pharti
phas	bsb11762465	478	Forschen .	phas
phath	bsb11762465	943	Ordnung .	phath
pheh	bsb11762465	713	Hubsch / Schön .	pheh
phel	bsb10314207	25	Trommet / Posaun .	phel
pher	bsb11762465	757	Jüdenleim .	pher
pherna	bsb11762465	688	Heyrath gut .	pherna
pheth	bsb11762465	348	Ehebrecherin .	pheth
phets	bsb10314207	196	: Will Gott .	phets
phillah	bsb11762465	526	Gebetr .	phillah
philura	bsb11762465	231	Bladt .	Philura
phiongall	bsb11762465	64	Ablassung .	phion.Gall
phiticus	bsb11762465	1137	St	phiticus
phrafium	bsb11762465	290	Dancken .	phrafium
phrah	bsb11762465	496	Fruchtbar machen .	phrah
phthifici	bsb10314207	48	Verdorren .	phthifici
phuchah	bsb10314207	49	Verenderung .	phuchah
phus	bsb11762465	260	Brdutgam .	phus
piach	bsb11762465	133	Ausblasen .	piach
pianoked	bsb10314207	85	Vichhirt .	pianoked
picadina	bsb11762465	1129	freingrube .	picadina
piceus	bsb11762465	336	Dunckel .	piceus
pichch	bsb11762465	1148	wadt .	pichch
pidus	bsb11762465	369	Ei	pidus
piediduth	bsb11762465	487	Freundligkeit .	piediduth
pien	bsb10314207	217	Zaunsteck .	pien
pier	bsb10314207	214	Wurzeln .	pier
pifchteh	bsb10314207	181	Gall . marchandise .	pifchteh
pifcétia	bsb11762465	997	Rew .	pifcétia
piffeach	bsb11762465	693	Hinckender .	piffeach
pifga	bsb11762465	187	B : rg .	pifga
piger	bsb11762465	818	Langsam	piger
pigger	bsb10314207	19	Tråg sein	pigger
pignus	bsb11762465	951	Pfandt .	Pignus
pila	bsb11762465	153	Ball .	Pila
pile	bsb11762465	153	Ball .	pile
pillel	bsb10314207	150	fprechen .	pillel
pillet	bsb11762465	525	Geberen .	pillet
pinari	bsb11762465	787	Kochen .	.pinari
pinchadſak	bsb10314207	58	Verhertet .	pinchadſak
pinea	bsb11762465	464	Fi	Pinea
pingere	bsb11762465	200	Beschuldigen .	pingere
pinguefacere	bsb11762465	496	Fruchtbar machen .	pinguefacere
pinguis	bsb11762465	496	Fruchtbar .	pinguis
pirchath	bsb11762465	775	Kinder .	pirchath
pirdfah	bsb11762465	329	Dorff .	pirdfah
pire	bsb10314207	102	Ba	pire
pisceoumorce	bsb11762465	66	lichen dings .	pisceoumorce-
pithom	bsb10314207	137	Vnuermeint .	pithom
pithron	bsb11762465	139	Auflegung .	pithron
pitis	bsb11762465	156	Barmherzigkeit .	pitis
pittah	bsb10314207	50	Verfüren .	pittah
piſtrinum	bsb11762465	318	feit .	piſtrinum
placare	bsb11762465	941	Opffern .	placare
placenta	bsb11762465	807	Kuche / Labkuche .	Placenta
placentula	bsb11762465	807	Kuche / Labkuche .	placentula
placuerit	bsb10314207	196	: Will Gott .	placuerit
plaftrare	bsb11762465	182	Belken / Propffen	plaftrare
plaftris	bsb11762465	687	Heilen .	plaftris
plaga	bsb11762465	960	Plag / streich .	Plaga
plagas	bsb11762465	694	ftellen .	plagas
plaine	bsb11762465	469	Fl	plaine
plan	bsb10314207	3	Taffel .	plan-
planetas	bsb10314207	254	Zu	planetas
plangere	bsb11762465	686	Trawren .	plangere
planta	bsb11762465	508	Fussole .	Planta
planter	bsb11762465	1082	Seen .	planter
planula	bsb11762465	259	Breit .	planula
planum	bsb11762465	343	Eben .	Planum
plasma	bsb11762465	560	Gefchöpff .	plasma
plastron	bsb11762465	235	Blech .	plastron
plates	bsb11762465	1062	Schopffer .	plates
plator	bsb10314207	67	Verrchter .	plator
plauftraria	bsb11762465	817	Landeſtraß .	plauftraria
plebiscitum	bsb11762465	562	Gesek .	plebiscitum
plectere	bsb11762465	1139	Straffen .	plectere
plecti	bsb11762465	437	Faffen .	plecti
plein	bsb11762465	476	Floch .	plein
plenus	bsb11762465	784	Kl	plenus
plexitas	bsb10314207	81	Verwicklung .	plexitas
plexus	bsb10314207	81	Verwickelt .	plexus
plicare	bsb11762465	706	Hören .	plicare
plin	bsb10314207	151	Wa	Plin
plodere	bsb11762465	274	Bu	plodere
ploratus	bsb11762465	779	Item .	ploratus
plura	bsb10314207	21	Trawren .	plura
plurale	bsb11762465	1120	Sprewer .	plurale
plurali	bsb11762465	669	Heissung .	plurali
pluuoir	bsb11762465	985	Regnen .	pluuoir
poach	bsb11762465	767	Kauchen / Blasen .	poach
poal	bsb10314207	181	Item :	poal
poched	bsb11762465	503	Furchtsam .	poched
poculis	bsb10314207	218	Zechen .	poculis
podex	bsb11762465	694	Hinder .	podex
poena	bsb11762465	948	Pein .	poena
poetas	bsb11762465	663	Ha	Poetas
poetice	bsb10314207	267	Im Winter .	POETICE
poetici	bsb11762465	56	Abend .	POETICI
poetis	bsb11762465	328	Stral .	Poetis
pofcere	bsb11762465	207	Bettelen .	pofcere
pofchea	bsb11762465	68	Abtränniger .	pofchea
poffe	bsb10314207	65	Vermågen .	Poffe
poffidere	bsb11762465	256	Brauchen .	poffidere
pofitione	bsb10314207	88	Vmb .	pofitione
pofitus	bsb10314207	255	Zweiffelhafftig .	pofitus
poft	bsb11762465	134	Au	poft
poing	bsb11762465	441	Faust .	poing
poix	bsb11762465	960	Pich .	poix
polcah	bsb11762465	71	ger .	polcah
polire	bsb11762465	1017	Saubern .	polire
polities	bsb11762465	1018	Saubrigkeit .	polities
pollens	bsb10314207	65	Vermüglich .	pollens
pollex	bsb11762465	297	Daum .	Pollex
pollinarium	bsb11762465	1093	Sibe .	pollinarium
pomme	bsb11762465	107	Apffel .	pomme
ponere	bsb10314207	78	Vertrawen .	ponere
ponit	bsb11762465	557	Gescheffe .	ponit
ponitur	bsb11762465	660	Ha	ponitur
popa	bsb11762465	1052	Schmalk .	popa
porarium	bsb11762465	189	Be	porarium
pore	bsb10314207	266	Im Herbste .	pore
porek	bsb11762465	1088	Seligmacher .	porek
poreuma	bsb10314207	181	Werbung .	poreuma
pori	bsb11762465	496	Fruchtbar .	pori
poribus	bsb11762465	177	bey vnsern zeiten .	poribus
poriiah	bsb11762465	496	Lande .	poriiah
poris	bsb11762465	131	Augenblick .	poris
porratiats	bsb11762465	258	Brechen .	porratiats
porrectus	bsb11762465	817	Lang .	porrectus
portare	bsb11762465	829	Leiden .	portare
porticus	bsb11762465	364	Eingang .	porticus
portiuncula	bsb10314207	11	Thal .	portiuncula
portune	bsb10314207	220	Zeitlich .	portune
posa	bsb10314207	50	Verfaulet .	posa
potare	bsb10314207	218	Zechen .	potare
potch	bsb11762465	637	Groffer werden .	potch
pote	bsb11762465	297	Daum .	pote-
poteffe	bsb10314207	65	Vermågen .	poteffe
poteft	bsb11762465	420	Es	poteft
potens	bsb11762465	867	Mechtig .	Potens
potentia	bsb11762465	867	Mechtigkeit .	Potentia
pother	bsb11762465	139	Außleger .	pother
potu	bsb11762465	341	Durst leschen .	potu
potum	bsb10314207	24	Tr	potum
pouldre	bsb11762465	1127	Staub .	pouldre
poulser	bsb11762465	67	Abstoffen .	poulser
pour	bsb11762465	60	Abermal .	pour
pourplan	bsb11762465	1082	Seen .	pourplan
pourtant	bsb11762465	82	Al	pourtant-
poëta	bsb11762465	313	Dichter .	poëta
poſtomis	bsb11762465	259	brám .	Poſtomis
prabadfak	bsb11762465	237	Blik .	prabadfak
pragmaticus	bsb11762465	656	Ha	pragmaticus
prallere	bsb11762465	1103	Singen .	prallere
prandio	bsb10314207	243	Zu Mittage .	prandio
pratum	bsb10314207	169	Weide .	pratum
precario	bsb11762465	207	Bettelen .	precario
precedenti	bsb11762465	99	, Angehen .	precedenti
precibus	bsb11762465	227	Eitt erhören .	precibus
precii	bsb10314207	159	Warsager .	precii
precipere	bsb11762465	669	Heiffen / Befehlen .	precipere
predire	bsb10314207	254	Zu	predire
predit	bsb11762465	969	Prophet .	predit
preferé	bsb11762465	462	Fürstcher .	preferé
preffus	bsb11762465	925	Nider .	preffus
prehendere	bsb11762465	174	halten .	prehendere
prekach	bsb11762465	294	fupp .	prekach
prelum	bsb11762465	968	Pr	prelum
premendo	bsb11762465	968	Pr	premendo
premere	bsb11762465	334	Drücken .	Premere
premi	bsb11762465	155	seyn .	premi
prendre	bsb11762465	102	Annemen .	prendre
pressen	bsb11762465	334	Dromedari .	Pressen
prest	bsb11762465	189	Be	prest
pretio	bsb11762465	636	Gros achten .	pretio
pretoria	bsb11762465	1140	Straff / Landtstraf .	pretoria
priekod	bsb11762465	384	Enhåndung .	priekod
princeps	bsb11762465	685	Herkog .	princeps
printemps	bsb11762465	879	Meye / Lenk .	printemps
priuata	bsb10314207	202	Widtfraw .	priuata
probitas	bsb11762465	495	Frombkeit .	probitas
procedere	bsb10314207	61	Verlauffen .	procedere
procella	bsb10314207	115	vngewitter .	procella
procerus	bsb11762465	817	Lang .	procerus
procreare	bsb11762465	694	ftellen .	procreare
procul	bsb11762465	451	Fern .	Procul
procus	bsb11762465	272	Buler .	procus
prodigium	bsb10314207	212	Wunder ding .	prodigium
producere	bsb11762465	1092	Seumen	producere
producta	bsb11762465	1129	Steinern pflaster .	producta
profcindere	bsb11762465	117	Auffbrechen .	profcindere
profcri	bsb11762465	376	Elender / Veriagter .	profcri-
profcriptus	bsb10314207	58	Verjagter .	profcriptus
profectio	bsb11762465	993	Reise / Weg .	profectio
profeffio	bsb11762465	178	Bekandtnih .	profeffio
profequi	bsb10314207	100	lieben .	profequi
profluens	bsb11762465	477	Fluß .	profluens
profternere	bsb11762465	925	Nider werffen .	profternere
profugus	bsb11762465	376	Elender / Veriagter .	profugus
progermi	bsb11762465	681	fproffen .	progermi-
proiicere	bsb10314207	181	Werffen .	proiicere
promanare	bsb11762465	681	Herfür quellen .	promanare
promittere	bsb11762465	574	Gewißlich zusagen .	promittere
prompt	bsb11762465	189	Be	prompt
promtuarium	bsb11762465	1036	Scheune / Schewr .	promtuarium
prophanare	bsb10314207	62	Vermackeln .	prophanare
propinquo	bsb11762465	497	Fr	propinquo
propinquus	bsb11762465	1069	Schwager .	propinquus
proprie	bsb11762465	816	Lampe / Kerke .	proprie
prorumpere	bsb11762465	681	Herfür quellen .	prorumpere
protenfus	bsb10314207	178	Weit .	protenfus
proteruia	bsb10314207	111	Ungehorsamkeit .	proteruia
prothyrum	bsb10314207	148	Vorhoff .	prothyrum
protrudere	bsb10314207	90	A	protrudere
proueniens	bsb11762465	539	Ceigig .	proueniens
prouentus	bsb11762465	496	Frucht .	prouentus
prouerbial	bsb11762465	819	Lang vom leib .	prouerbial
prouincia	bsb10314207	141	Voigtey .	prouincia
prouincialis	bsb11762465	93	Amptman .	prouincialis
proſternere	bsb11762465	684	Herunter werffen .	proſternere
prudenſque	bsb11762465	137	Au	prudenſque
prurire	bsb11762465	168	Begierlich sein .	prurire
præbere	bsb11762465	319	Dienstleisten .	præbere
præceps	bsb10314207	108	Vnfürscher .	præceps
præcepta	bsb11762465	563	10. Gebot Gottes .	præcepta
præcordia	bsb11762465	365	Eingeweid .	præcordia
prædico	bsb11762465	969	Prophet .	prædico
præfcribit	bsb10314207	228	Zimmerman .	præfcribit
præfens	bsb11762465	369	Ei	præfens
præfidio	bsb11762465	89	Amethist .	præfidio
præfractus	bsb11762465	491	Freuelich .	præfractus
præful	bsb11762465	968	Prelat .	Præful
prælum	bsb11762465	770	Ke	prælum
præmiis	bsb11762465	850	Lohn geben .	præmiis
præpofitus	bsb11762465	969	Probst .	Præpofitus
præpofterus	bsb10314207	59	Verfert .	præpofterus
prætergredi	bsb10314207	39	Vberschreiten .	prætergredi
prætoris	bsb11762465	999	Richthaus .	prætoris
præuaricari	bsb10314207	40	Vbertretten .	præuaricari
præuidere	bsb10314207	58	Verhüten .	præuidere
præſtrictio	bsb11762465	589	Gockeley .	præſtrictio
ptiale	bsb11762465	257	Brautlauff .	ptiale
ptio	bsb11762465	562	Gesek .	ptio
ptionem	bsb11762465	142	Außreiffen .	ptionem
pucelage	bsb11762465	760	Jungfrawschafft .	pucelage
puces	bsb11762465	476	Floch .	puces
pudefieri	bsb11762465	195	Be	Pudefieri
pudicitia	bsb10314207	236	Zucht / Demuth .	pudicitia
puella	bsb11762465	318	Di	puella
pufilli	bsb11762465	783	Cuminum , cyn i sum .	pufilli
pugna	bsb11762465	765	Ka	pugna
puits	bsb11762465	250	Bo	puits
puitulatum	bsb11762465	543	Geleutert Silber .	Puitulatum
pulari	bsb10314207	45	Verbrennen .	pulari
pulfio	bsb11762465	1048	Schlag .	pulfio
pulmentarius	bsb11762465	905	Muß / Brey .	pulmentarius
pulmo	bsb11762465	854	Lunge .	Pulmo
punchatchak	bsb10314207	209	Wornach streben .	punchatchak
pura	bsb10314207	60	Verklagen .	pura
purah	bsb10314207	19	Creans fibi malum .	purah
purgare	bsb11762465	771	Keren .	purgare
puritas	bsb11762465	781	Klarheit .	puritas
purum	bsb10314207	131	Vnschüldig seyn .	purum
putrefieri	bsb10314207	49	Verfaulen .	putrefieri
pwnchachak	bsb11762465	666	Hefften .	pwnchachak
páchad	bsb11762465	503	Furcht .	páchad
pædagogus	bsb11762465	834	Vnderweiser .	pædagogus
péfa	bsb11762465	1063	Schritt .	péfa
pſeaume	bsb11762465	970	Pfalm .	pſeaume
quafi	bsb11762465	151	Backenftreich .	quafi
quaflatum	bsb10314207	222	Zerbrochen .	quaflatum
quam	bsb11762465	982	Rede ..	quam
quand	bsb11762465	237	Blik .	quand
quando	bsb10314207	40	wechsel .	quando
quanimis	bsb11762465	551	Gerecht .	quanimis
quarti	bsb11762465	710	Holen / Herfordern .	quarti
quati	bsb11762465	161	Beben .	quati
quatitur	bsb11762465	388	Erdtbebung sein .	quatitur
quelq	bsb11762465	66	Abschrecken .	quelq
quelqu	bsb11762465	742	Jemand .	quelqu
quelque	bsb10314207	190	Wie ? Interrogat .	quelque
quem	bsb11762465	803	Kr	quem
quens	bsb11762465	313	Dick .	quens
quentatiuum	bsb11762465	1120	Springen .	quentatiuum
quercus	bsb11762465	354	Eichbaum .	Quercus
quid	bsb11762465	430	Et	quid
quis	bsb11762465	224	Gebif .	quis
quitia	bsb11762465	252	Boßheit .	quitia
quiſe	bsb11762465	68	Abtränniger .	quiſe
quod	bsb10314207	226	Ziegel .	quod
quoque	bsb11762465	152	Bald .	quoque
quum	bsb11762465	343	Eben .	quum
quus	bsb10314207	138	Vnwarhafftig .	quus
quæftio	bsb11762465	973	thun .	quæftio
raad	bsb10314207	229	Zitteren .	raad
raah	bsb10314207	169	Weiden .	raah
raalah	bsb11762465	107	Anzeigung .	raalah
raam	bsb11762465	266	Brummen .	raam
rabad	bsb11762465	209	Bett machen .	rabad
rabb	bsb11762465	882	Mi	rabb
rabbim	bsb11762465	939	Offt .	rabbim
rabh	bsb10314207	85	Viel .	rabh
rabha	bsb10314207	151	Wachsen .	rabha
rabhah	bsb11762465	637	Groffer werden .	rabhah
rabundare	bsb11762465	136	Auffliessen .	rabundare
racchabh	bsb11762465	996	Reuter .	racchabh
raccuth	bsb10314207	168	Weichigkeit .	raccuth
rach	bsb10314207	37	Vberflüßig seyn	rach
racha	bsb11762465	1152	Sundigen .	racha
rachabh	bsb11762465	994	Reuter .	rachabh
rachach	bsb10314207	169	Weich werden .	rachach
rachak	bsb11762465	65	Abschewen haben .	rachak
racham	bsb11762465	758	Jungfrauw .	racham
rachas	bsb10314207	23	Treschen .	rachas
rachatfan	bsb11762465	150	Bader .	rachatfan
rachdach	bsb11762465	110	Afflictæ fortunæ .	rachdach
rachdal	bsb11762465	208	Betteler .	rachdal
rachhalleth	bsb10314207	214	Baghaftig .	rachhalleth
rachil	bsb11762465	75	Affterreder .	rachil
rachok	bsb11762465	451	Fern .	rachok
rachum	bsb11762465	126	Auffschreibung .	rachum
radad	bsb11762465	146	außrecken .	radad
radant	bsb11762465	63	Abfragen .	radant
radaph	bsb10314207	50	Verfolgen .	radaph
radaphalak	bsb11762465	478	Folgen .	radaphalak
radere	bsb11762465	1020	Schaben ,	radere
radfah	bsb11762465	337	Dunne machen .	radfah
radfam	bsb11762465	339	Per ſigna loqui , dicere ,	radfam
radiam	bsb10314207	196	Winek .	radiam
radians	bsb11762465	262	Brennend Fewer .	radians
radiare	bsb11762465	262	Brennen .	radiare
radich	bsb11762465	857	Mager / Dürre .	radich
rads	bsb11762465	536	Geheimnis .	rads
rafch	bsb11762465	810	Kupfferschmidt .	rafch
rafcha	bsb11762465	625	hauffe .	rafcha
rafcham	bsb11762465	106	Anzeichnen .	rafcham
rafche	bsb11762465	505	ten einer Stadt .	rafche
rafchum	bsb11762465	106	Anzeigung .	rafchum
rafen	bsb10314207	210	Wüten .	Rafen
rafender	bsb11762465	1033	Schellig / wütend ,	Rafender
ragads	bsb10314207	229	Zitteren .	ragads
ragal	bsb11762465	75	Aff	ragal
ragam	bsb10314207	74	Versteinigen .	ragam
ragan	bsb11762465	266	Brummen .	ragan
raghan	bsb11762465	905	Murren .	raghan
ragidfdfem	bsb10314207	23	Tr	ragidfdfem
raglaiff	bsb10314207	253	Zu Stuel gehen .	raglaiff
raglau	bsb11762465	1033	Scheiffen .	raglau
ragli	bsb11762465	508	Fußknecht .	ragli
rago	bsb11762465	480	Fraw .	rago
rahat	bsb11762465	822	Item , Lauffen .	rahat
raiah	bsb11762465	271	Buch	raiah
raichim	bsb11762465	529	Gedancke .	raichim
raiim	bsb11762465	895	Mittag .	raiim
raion	bsb11762465	529	Gedancke .	raion
raire	bsb11762465	63	Abfragen .	raire
raisonnable	bsb10314207	66	Vernünfftig .	raisonnable
raka	bsb11762465	133	Ausbreiten .	raka
rakab	bsb11762465	441	Faul seyn .	rakab
rakad	bsb11762465	291	Danken .	rakad
rakia	bsb11762465	690	Himmel .	rakia
rakik	bsb11762465	826	Le	rakik
rakkach	bsb11762465	108	Apotecker .	rakkach
rale	bsb11762465	1115	Speiß .	rale
raliter	bsb11762465	92	Ampt .	raliter
ramab	bsb11762465	249	Bolen .	ramab
ramah	bsb11762465	69	Abwerffen .	ramah
ramentum	bsb11762465	1000	Ricchung .	ramentum
ramonner	bsb11762465	63	ab	ramonner
ramoth	bsb11762465	789	Korell / Krell .	ramoth
ramuth	bsb11762465	703	Hochheit .	ramuth
rapere	bsb11762465	962	Plündern .	rapere
rapha	bsb11762465	115	Arkneyen .	rapha
raphad	bsb10314207	103	Vnterfpreiten .	raphad
rapharap	bsb10314207	26	Tropffen .	rapharap
rapharchagag	bsb10314207	90	Vmbgang .	raphar.chagag
raphas	bsb10314207	224	Zertretten .	raphas
raphsodah	bsb11762465	265	Brücke .	raphsodah
rappeler	bsb11762465	62	Abhalten .	rappeler
rare	bsb10314207	39	Vberschiffen .	rare
rarius	bsb10314207	108	Vnfürscher .	rarius
raser	bsb11762465	63	Abfragen .	raser
ratach	bsb11762465	699	Hikig seyn .	ratach
ratad	bsb11762465	291	Danken .	ratad
ratah	bsb10314207	206	Wo	ratah
rataph	bsb11762465	1153	Suppe / Brühe .	rataph
ratat	bsb11762465	162	Be	ratat
ratch	bsb11762465	162	Be	ratch
ratchara	bsb10314207	47	Mensch .	ratchara
ratfach	bsb10314207	16	To	ratfach
ratfad	bsb11762465	1120	Springen .	ratfad
ratfats	bsb10314207	250	Zusammen ordnen .	ratfats
ratfui	bsb10314207	181	Werth .	ratfui
rathah	bsb11762465	584	ان	rathah
rathamrathak	bsb11762465	223	Binden .	rathamrathak
rathat	bsb11762465	162	Be	rathat
rathuk	bsb11762465	529	Ge	rathuk
ratif	bsb11762465	63	Abfragen .	ratif-
ratio	bsb10314207	58	Verhertung .	ratio
ratione	bsb10314207	66	Vernünfftig .	ratione
rationis	bsb11762465	917	Närrisch .	rationis
rats	bsb11762465	258	Brechen .	rats
rattok	bsb11762465	772	Ketten .	rattok
ratus	bsb10314207	236	Züchtig	ratus
rauach	bsb10314207	178	Weit .	rauach
rauah	bsb10314207	218	Zechen .	rauah
rcbhibhim	bsb11762465	985	Regen .	rcbhibhim
rcchurch	bsb11762465	649	Habe / Gut .	rcchurch
rchah	bsb11762465	764	Kalheit / Kalkopff .	rchah
rcingere	bsb11762465	1001	hen .	rcingere
rdfor	bsb11762465	667	Heilen .	rdfor
rduus	bsb11762465	325	Diftel .	rduus
reablaqueare	bsb11762465	849	Lösen .	reablaqueare
reach	bsb11762465	1000	Ricchung .	reach
readabetet	bsb10314207	232	Zitterung .	readabetet
readah	bsb11762465	1030	Schauderung .	readah
readiungere	bsb10314207	63	Vermehren .	readiungere
reah	bsb11762465	854	Lunge .	reah
reant	bsb11762465	78	Al	reant
rebellio	bsb10314207	111	Ungehorsamkeit .	rebellio
rebh	bsb11762465	276	Bürge .	rebh
reboa	bsb11762465	266	Brüllen .	reboa
reboare	bsb11762465	1025	Schallen / lauten .	reboare
recaluafter	bsb11762465	763	Kal .	recaluafter
recenfio	bsb11762465	401	Erklerung .	recenfio
recenoir	bsb11762465	102	Annemen .	recenoir
rech	bsb11762465	111	Armut .	rech
recha	bsb11762465	252	Boßheit .	recha
rechafim	bsb11762465	187	B : rg .	rechafim
rechaiim	bsb11762465	880	Måle .	rechaiim
rechem	bsb11762465	156	Vårmutter .	rechem
rechen	bsb10314207	105	Vnterzelen .	Rechen
rechercham	bsb11762465	955	Pferdt .	rechercham-
rechobb	bsb11762465	1140	Straff / Landtstraf .	rechobb
rechobh	bsb11762465	523	Gaffe .	rechobh
rechurch	bsb11762465	664	gereth .	rechurch
rechyllah	bsb11762465	549	Be	rechyllah
recidere	bsb10314207	73	Verschwinden .	recidere
recipcatio	bsb10314207	185	Widerkehrung .	recipcatio
recipere	bsb11762465	574	Gewißlich zusagen .	recipere
recludere	bsb11762465	936	Deffnen .	recludere
recoctum	bsb11762465	543	Geleutert Gold .	recoctum
recolligare	bsb11762465	501	Jügen .	recolligare
reconditus	bsb11762465	529	Gedancke .	reconditus
recordari	bsb11762465	365	Eingedenck seyn .	recordari
rectitudo	bsb10314207	142	Volkommenheit .	rectitudo
recto	bsb11762465	379	Enderung .	recto
rectus	bsb10314207	49	Verdunckeln .	rectus
recuruum	bsb11762465	573	Gewelbe .	recuruum
redach	bsb10314207	16	Todtschlag .	redach
reddere	bsb10314207	254	Zu wiſſen thun .	reddere
reden	bsb11762465	1014	Sagen / reden .	Reden
redigere	bsb11762465	262	Bringen .	redigere
reem	bsb11762465	368	Einhorn .	reem
refarcire	bsb11762465	475	Flicken .	refarcire
refcha	bsb11762465	625	Gottlosigkeit .	refcha
refchaphim	bsb11762465	953	Pfeil .	refchaphim
refcheph	bsb11762465	788	Kol .	refcheph
refchet	bsb11762465	433	Fahstricke .	refchet
refcheth	bsb11762465	922	garn .	refcheth
refcire	bsb11762465	875	Mercken .	refcire
refcit	bsb11762465	97	Anfang ,	refcit
refiduus	bsb10314207	38	Vbrig .	refiduus
refifim	bsb10314207	26	Tr	refifim
refignare	bsb11762465	125	Auffschliessen .	refignare
reflectere	bsb11762465	921	Neigen .	reflectere
refoluere	bsb11762465	1054	Schmelzen .	refoluere
refolutio	bsb11762465	453	Feulung / Eyter .	refolutio
refpondre	bsb11762465	106	Antworten .	refpondre
refrigerate	bsb11762465	814	Laben / Ergehen .	refrigerate
reftinguere	bsb11762465	341	Durst leschen .	reftinguere
refubmittere	bsb10314207	103	Vn	refubmittere
refugillare	bsb11762465	1139	ten oder schrifften .	refugillare
refugium	bsb11762465	1044	Schirm / zuflucht .	refugium
refurgere	bsb11762465	129	Auffstehen .	refurgere
refuſer	bsb11762465	65	Item :	refuſer
rega	bsb11762465	131	Augenblick .	rega
regalaam	bsb11762465	197	Beschliessen .	regalaam
regel	bsb11762465	507	Fuß .	regel
reget	bsb11762465	888	Mittel .	reget
regiluth	bsb11762465	75	Affterredung .	regiluth
regio	bsb11762465	960	Plag / streich .	regio
regionum	bsb11762465	375	Elend / Veriagung .	regionum
regis	bsb11762465	809	Sik / Pallaft .	regis
rehmern	bsb11762465	365	Eingeweid .	rehmern
reim	bsb11762465	561	Gesellen .	reim
reindulgere	bsb11762465	566	Gestaltung .	reindulgere
reinftruere	bsb11762465	943	Dronen .	reinftruere
rekah	bsb10314207	174	We	rekah
relaſche	bsb11762465	64	Ablassung .	relaſche
reli	bsb11762465	117	Auffbrechen .	reli-
religio	bsb11762465	578	Glaube .	religio
reliquos	bsb11762465	663	Ha	reliquos
relix	bsb11762465	1087	Selig	relix
remex	bsb11762465	1008	Ruderknecht .	Remex
remigare	bsb11762465	1040	Schiffen .	remigare
remuirere	bsb11762465	266	Brüllen .	remuirere
remunerator	bsb11762465	289	Danckbar .	remunerator
renie	bsb10314207	62	Ve	renie
renier	bsb10314207	62	Ve	renier
rentium	bsb11762465	998	Kh	rentium
repenfatio	bsb10314207	54	Vergeltung .	repenfatio
reph	bsb11762465	491	Freuelich .	reph
repletus	bsb10314207	142	Vo	repletus
report	bsb11762465	75	Affterredung .	report
repre	bsb11762465	101	Anklagung .	repre-
reprobus	bsb11762465	1025	Schalck .	reprobus
reproche	bsb11762465	75	Affterredung .	reproche
reptus	bsb11762465	794	Kranck .	reptus
repudii	bsb11762465	349	Ehe scheidung .	repudii
requies	bsb11762465	1045	Schlaff .	requies
rere	bsb11762465	998	Richten .	rere
reri	bsb10314207	204	Wolthat erzeigen .	reri
rerum	bsb10314207	176	Weiß .	rerum
restitui	bsb11762465	550	Ge	restitui
retaille	bsb11762465	66	lichen dings .	retaille
retaliare	bsb10314207	184	Widerbringen .	retaliare
retfer	bsb11762465	386	Erbfünde .	retfer
reth	bsb11762465	526	Gebetr .	reth
retirer	bsb11762465	62	Abhalten .	retirer
retributio	bsb11762465	408	Erstattung .	retributio
rets	bsb11762465	386	Erdt .	rets
retus	bsb11762465	668	Heimlich gemach .	retus
reuach	bsb10314207	178	Weite .	reuach
reuerti	bsb11762465	133	Ausbleiben .	reuerti
reuocare	bsb11762465	383	Enthalten / meiden .	reuocare
reuocatio	bsb10314207	184	Widerholung .	reuocatio
reuoltement	bsb11762465	60	Item :	reuoltement
rexerare	bsb11762465	146	außrecken .	rexerare
rgads	bsb11762465	778	Kift / Kaft / Truhe .	rgads
rhedam	bsb11762465	994	Rencken / Beugen .	rhedam
rhetor	bsb11762465	984	Redener .	rhetor
rhithion	bsb11762465	162	Becken .	rhithion
riach	bsb11762465	555	Ge	riach
riah	bsb11762465	1121	Stadt .	riah
ribaut	bsb11762465	348	Ehebrecher .	ribaut
ribh	bsb11762465	650	Ha	ribh
ricars	bsb10314207	40	Vbertretten .	ricars
rice	bsb11762465	836	Lefterung .	rice
richaichubh	bsb11762465	704	Hochwirdig .	richaichubh
richas	bsb11762465	589	Gnedig .	richas
richata	bsb11762465	68	Abereiten .	richata
ries	bsb11762465	453	Feulung / Eyter .	ries
rifus	bsb11762465	814	Lachend .	Rifus
rigidus	bsb11762465	666	Hefftig .	rigidus
riiuth	bsb11762465	634	Grimmigkeit .	riiuth
rimmah	bsb11762465	213	Betriegen .	rimmah
rimmal	bsb11762465	214	Betriegen .	rimmal
rinnah	bsb11762465	526	Gebetr .	rinnah
rinnen	bsb11762465	490	Frewd anzeigen .	rinnen
riodus	bsb10314207	90	Vmbgang .	riodus
